Entrez ID,Phenotype
5175,"['Efferocytosis', 'Cell adhesion molecules', 'Leukocyte transendothelial migration', 'Malaria', 'Fluid shear stress and atherosclerosis']"
5176,['Wnt signaling pathway']
5179,['Neuroactive ligand-receptor interaction']
5187,"['Circadian rhythm', 'Circadian entrainment']"
5188,"['Aminoacyl-tRNA biosynthesis', 'Metabolic pathways']"
5189,['Peroxisome']
5190,['Peroxisome']
5191,['Peroxisome']
5192,['Peroxisome']
5193,['Peroxisome']
5194,['Peroxisome']
5195,['Peroxisome']
5196,"['Cytokine-cytokine receptor interaction', 'Viral protein interaction with cytokine and cytokine receptor', 'Chemokine signaling pathway']"
5197,"['Cytokine-cytokine receptor interaction', 'Viral protein interaction with cytokine and cytokine receptor', 'Chemokine signaling pathway']"
5198,"['Purine metabolism', 'Metabolic pathways']"
5199,['Herpes simplex virus 1 infection']
5207,"['Fructose and mannose metabolism', 'Metabolic pathways', 'AMPK signaling pathway', 'Glucagon signaling pathway']"
5208,"['Fructose and mannose metabolism', 'Metabolic pathways', 'AMPK signaling pathway', 'Thyroid hormone signaling pathway']"
5209,"['Fructose and mannose metabolism', 'Metabolic pathways', 'HIF-1 signaling pathway', 'AMPK signaling pathway']"
5210,"['Fructose and mannose metabolism', 'Metabolic pathways', 'AMPK signaling pathway']"
5211,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Fructose and mannose metabolism', 'Galactose metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'RNA degradation', 'HIF-1 signaling pathway', 'AMPK signaling pathway', 'Thyroid hormone signaling pathway', 'Glucagon signaling pathway', 'Central carbon metabolism in cancer']"
5213,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Fructose and mannose metabolism', 'Galactose metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'RNA degradation', 'HIF-1 signaling pathway', 'AMPK signaling pathway', 'Thyroid hormone signaling pathway', 'Glucagon signaling pathway', 'Central carbon metabolism in cancer']"
5214,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Fructose and mannose metabolism', 'Galactose metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'RNA degradation', 'HIF-1 signaling pathway', 'AMPK signaling pathway', 'Thyroid hormone signaling pathway', 'Glucagon signaling pathway', 'Central carbon metabolism in cancer']"
5216,"['Rap1 signaling pathway', 'Regulation of actin cytoskeleton', 'Amyotrophic lateral sclerosis', 'Shigellosis', 'Salmonella infection']"
5217,"['Rap1 signaling pathway', 'Regulation of actin cytoskeleton', 'Amyotrophic lateral sclerosis', 'Shigellosis', 'Salmonella infection']"
5218,['Transcriptional misregulation in cancer']
5222,['Protein digestion and absorption']
5223,"['Glycolysis / Gluconeogenesis', 'Glycine, serine and threonine metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'Glucagon signaling pathway', 'Central carbon metabolism in cancer']"
5224,"['Glycolysis / Gluconeogenesis', 'Glycine, serine and threonine metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'Glucagon signaling pathway', 'Central carbon metabolism in cancer']"
5226,"['Pentose phosphate pathway', 'Glutathione metabolism', 'Metabolic pathways', 'Carbon metabolism']"
5228,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'PI3K-Akt signaling pathway', 'Focal adhesion', 'Pathways in cancer']"
5230,"['Glycolysis / Gluconeogenesis', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'HIF-1 signaling pathway']"
5232,"['Glycolysis / Gluconeogenesis', 'Metabolic pathways', 'Carbon metabolism', 'Biosynthesis of amino acids', 'HIF-1 signaling pathway']"
5236,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Galactose metabolism', 'Purine metabolism', 'Starch and sucrose metabolism', 'Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
5238,"['Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
5241,"['Oocyte meiosis', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Chemical carcinogenesis - receptor activation', 'Breast cancer']"
5243,"['ABC transporters', 'Bile secretion', 'MicroRNAs in cancer', 'Gastric cancer']"
5244,"['ABC transporters', 'Bile secretion']"
5252,['Polycomb repressive complex']
5255,"['Calcium signaling pathway', 'Insulin signaling pathway', 'Glucagon signaling pathway']"
5256,"['Calcium signaling pathway', 'Insulin signaling pathway', 'Glucagon signaling pathway']"
5257,"['Calcium signaling pathway', 'Insulin signaling pathway', 'Glucagon signaling pathway']"
5260,"['Calcium signaling pathway', 'Insulin signaling pathway', 'Glucagon signaling pathway']"
5261,"['Calcium signaling pathway', 'Insulin signaling pathway', 'Glucagon signaling pathway']"
5264,['Peroxisome']
5265,['Complement and coagulation cascades']
5268,"['p53 signaling pathway', 'MicroRNAs in cancer']"
5269,['Amoebiasis']
5270,['Complement and coagulation cascades']
5272,['Amoebiasis']
5273,['Amoebiasis']
5275,['Amoebiasis']
5277,"['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'Metabolic pathways']"
5279,"['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'Metabolic pathways']"
5281,"['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'Metabolic pathways']"
5283,"['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'Metabolic pathways']"
5284,['Intestinal immune network for IgA production']
5286,"['Inositol phosphate metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system', 'Salmonella infection']"
5287,"['Inositol phosphate metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system', 'Salmonella infection']"
5288,"['Inositol phosphate metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system', 'Salmonella infection']"
5289,"['Inositol phosphate metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system', 'Autophagy - other', 'Autophagy - animal', 'Phagosome', 'Apelin signaling pathway', 'Alzheimer disease', 'Amyotrophic lateral sclerosis', 'Huntington disease', 'Spinocerebellar ataxia', 'Pathways of neurodegeneration - multiple diseases', 'Shigellosis', 'Salmonella infection', 'Tuberculosis', 'Kaposi sarcoma-associated herpesvirus infection']"
5290,"['Inositol phosphate metabolism', 'Metabolic pathways', 'EGFR tyrosine kinase inhibitor resistance', 'Endocrine resistance', 'Platinum drug resistance', 'ErbB signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'HIF-1 signaling pathway', 'FoxO signaling pathway', 'Phosphatidylinositol signaling system', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Apoptosis', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Axon guidance', 'VEGF signaling pathway', 'Osteoclast differentiation', 'Focal adhesion', 'Signaling pathways regulating pluripotency of stem cells', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Toll-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'Natural killer cell mediated cytotoxicity', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Fc gamma R-mediated phagocytosis', 'TNF signaling pathway', 'Leukocyte transendothelial migration', 'Neurotrophin signaling pathway', 'Cholinergic synapse', 'Inflammatory mediator regulation of TRP channels', 'Regulation of actin cytoskeleton', 'Insulin signaling pathway', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Regulation of lipolysis in adipocytes', 'Relaxin signaling pathway', 'GnRH secretion', 'Type II diabetes mellitus', 'Insulin resistance', 'Non-alcoholic fatty liver disease', 'AGE-RAGE signaling pathway in diabetic complications', 'Growth hormone synthesis, secretion and action', 'Aldosterone-regulated sodium reabsorption', 'Carbohydrate digestion and absorption', 'Alzheimer disease', 'Spinocerebellar ataxia', 'Prion disease', 'Bacterial invasion of epithelial cells', 'Shigellosis', 'Salmonella infection', 'Yersinia infection', 'Chagas disease', 'Amoebiasis', 'Hepatitis C', 'Hepatitis B', 'Measles', 'Human cytomegalovirus infection', 'Influenza A', 'Human papillomavirus infection', 'Human T-cell leukemia virus 1 infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Human immunodeficiency virus 1 infection', 'Coronavirus disease - COVID-19', 'Pathways in cancer', 'Viral carcinogenesis', 'Proteoglycans in cancer', 'MicroRNAs in cancer', 'Chemical carcinogenesis - receptor activation', 'Chemical carcinogenesis - reactive oxygen species', 'Colorectal cancer', 'Renal cell carcinoma', 'Pancreatic cancer', 'Endometrial cancer', 'Glioma', 'Prostate cancer', 'Melanoma', 'Chronic myeloid leukemia', 'Acute myeloid leukemia', 'Small cell lung cancer', 'Non-small cell lung cancer', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Diabetic cardiomyopathy', 'Lipid and atherosclerosis', 'Fluid shear stress and atherosclerosis']"
5291,"['Inositol phosphate metabolism', 'Metabolic pathways', 'EGFR tyrosine kinase inhibitor resistance', 'Endocrine resistance', 'Platinum drug resistance', 'ErbB signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'HIF-1 signaling pathway', 'FoxO signaling pathway', 'Phosphatidylinositol signaling system', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Apoptosis', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Axon guidance', 'VEGF signaling pathway', 'Osteoclast differentiation', 'Focal adhesion', 'Signaling pathways regulating pluripotency of stem cells', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Toll-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'Natural killer cell mediated cytotoxicity', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Fc gamma R-mediated phagocytosis', 'TNF signaling pathway', 'Leukocyte transendothelial migration', 'Neurotrophin signaling pathway', 'Cholinergic synapse', 'Inflammatory mediator regulation of TRP channels', 'Regulation of actin cytoskeleton', 'Insulin signaling pathway', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Regulation of lipolysis in adipocytes', 'Relaxin signaling pathway', 'GnRH secretion', 'Type II diabetes mellitus', 'Insulin resistance', 'Non-alcoholic fatty liver disease', 'AGE-RAGE signaling pathway in diabetic complications', 'Growth hormone synthesis, secretion and action', 'Aldosterone-regulated sodium reabsorption', 'Carbohydrate digestion and absorption', 'Alzheimer disease', 'Spinocerebellar ataxia', 'Prion disease', 'Bacterial invasion of epithelial cells', 'Shigellosis', 'Salmonella infection', 'Yersinia infection', 'Chagas disease', 'Amoebiasis', 'Hepatitis C', 'Hepatitis B', 'Measles', 'Human cytomegalovirus infection', 'Influenza A', 'Human papillomavirus infection', 'Human T-cell leukemia virus 1 infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Human immunodeficiency virus 1 infection', 'Coronavirus disease - COVID-19', 'Pathways in cancer', 'Viral carcinogenesis', 'Proteoglycans in cancer', 'MicroRNAs in cancer', 'Chemical carcinogenesis - receptor activation', 'Chemical carcinogenesis - reactive oxygen species', 'Colorectal cancer', 'Renal cell carcinoma', 'Pancreatic cancer', 'Endometrial cancer', 'Glioma', 'Prostate cancer', 'Melanoma', 'Chronic myeloid leukemia', 'Acute myeloid leukemia', 'Small cell lung cancer', 'Non-small cell lung cancer', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Diabetic cardiomyopathy', 'Lipid and atherosclerosis', 'Fluid shear stress and atherosclerosis']"
5292,"['JAK-STAT signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications', 'Pathways in cancer', 'MicroRNAs in cancer', 'Acute myeloid leukemia']"
5293,"['Inositol phosphate metabolism', 'Metabolic pathways', 'EGFR tyrosine kinase inhibitor resistance', 'Endocrine resistance', 'Platinum drug resistance', 'ErbB signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'cAMP signaling pathway', 'Chemokine signaling pathway', 'HIF-1 signaling pathway', 'FoxO signaling pathway', 'Phosphatidylinositol signaling system', 'Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Apoptosis', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Axon guidance', 'VEGF signaling pathway', 'Osteoclast differentiation', 'Focal adhesion', 'Signaling pathways regulating pluripotency of stem cells', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Toll-like receptor signaling pathway', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'Natural killer cell mediated cytotoxicity', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Fc gamma R-mediated phagocytosis', 'TNF signaling pathway', 'Leukocyte transendothelial migration', 'Neurotrophin signaling pathway', 'Cholinergic synapse', 'Inflammatory mediator regulation of TRP channels', 'Regulation of actin cytoskeleton', 'Insulin signaling pathway', 'Progesterone-mediated oocyte maturation', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Regulation of lipolysis in adipocytes', 'Relaxin signaling pathway', 'GnRH secretion', 'Type II diabetes mellitus', 'Insulin resistance', 'Non-alcoholic fatty liver disease', 'AGE-RAGE signaling pathway in diabetic complications', 'Growth hormone synthesis, secretion and action', 'Aldosterone-regulated sodium reabsorption', 'Carbohydrate digestion and absorption', 'Alzheimer disease', 'Spinocerebellar ataxia', 'Prion disease', 'Bacterial invasion of epithelial cells', 'Shigellosis', 'Salmonella infection', 'Yersinia infection', 'Chagas disease', 'Amoebiasis', 'Hepatitis C', 'Hepatitis B', 'Measles', 'Human cytomegalovirus infection', 'Influenza A', 'Human papillomavirus infection', 'Human T-cell leukemia virus 1 infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Human immunodeficiency virus 1 infection', 'Coronavirus disease - COVID-19', 'Pathways in cancer', 'Viral carcinogenesis', 'Proteoglycans in cancer', 'MicroRNAs in cancer', 'Chemical carcinogenesis - receptor activation', 'Chemical carcinogenesis - reactive oxygen species', 'Colorectal cancer', 'Renal cell carcinoma', 'Pancreatic cancer', 'Endometrial cancer', 'Glioma', 'Prostate cancer', 'Melanoma', 'Chronic myeloid leukemia', 'Acute myeloid leukemia', 'Small cell lung cancer', 'Non-small cell lung cancer', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Diabetic cardiomyopathy', 'Lipid and atherosclerosis', 'Fluid shear stress and atherosclerosis']"
