umlsid,phenotype,hpoid,cr
C0267797,Acute hepatitis,HP:0200119,PT
C0019189,Chronic hepatitis,HP:0200123,PT
C0281788,Biventricular hypertrophy,HP:0200128,PT
C2675557,Lumbosacral meningocele,HP:0200133,PT
C4021881,Agenesis of lateral incisor,HP:0200153,PT
C0685873,Microblepharia,HP:0430010,PT
C0444868,All,HP:0000001,PT
C4025901,Abnormality of body height,HP:0000002,PT
C0005697,Neurogenic bladder,HP:0000011,PT
C0019294,Inguinal hernia,HP:0000023,PT
C0563449,Epispadias,HP:0000039,PT
C4025893,Abnormality of the clitoris,HP:0000056,PT
C0017658,Glomerulonephritis,HP:0000099,PT
C0221209,Pelvic kidney,HP:0000125,PT
C0020295,Hydronephrosis,HP:0000126,PT
C1846347,Renal salt wasting,HP:0000127,PT
C0002453,Amenorrhea,HP:0000141,PT
C0729353,Decreased fertility,HP:0000144,PT
C0032460,Polycystic ovaries,HP:0000147,PT
C0878638,Abnormality of the tongue,HP:0000157,PT
C4021816,Abnormality of the gingiva,HP:0000168,PT
C1839739,Thick lower lip vermilion,HP:0000179,PT
C1853406,Difficulty in tongue movements,HP:0000183,PT
C1858569,Absence of Stensen duct,HP:0000198,PT
C0041105,Trismus,HP:0000211,PT
C4025878,Tongue telangiectasia,HP:0000227,PT
C4551646,Oxycephaly,HP:0000263,PT
C0221358,Dolichocephaly,HP:0000268,PT
C4025871,Abnormality of the face,HP:0000271,PT
C1836047,Long face,HP:0000276,PT
C0542571,Facial edema,HP:0000282,PT
C1859680,Broad face,HP:0000283,PT
C1837767,Loss of facial adipose tissue,HP:0000292,PT
C1845251,Facial hypotonia,HP:0000297,PT
C4025865,Abnormality of facial musculature,HP:0000301,PT
C0399526,Mandibular prognathia,HP:0000303,PT
C1865014,Long philtrum,HP:0000343,PT
C0239234,Low-set ears,HP:0000369,PT
C0271429,Acute otitis media,HP:0000371,PT
C0266614,Lop ear,HP:0000394,PT
C0152421,Macrotia,HP:0000400,PT
C0240543,Bulbous nose,HP:0000414,PT
C1859717,Depressed nasal tip,HP:0000437,PT
C0426421,Wide nose,HP:0000445,PT
C1853482,Pear-shaped nose,HP:0000447,PT
C0040485,Torticollis,HP:0000473,PT
C0038379,Strabismus,HP:0000486,PT
C1855391,Tortuosity of conjunctival vessels,HP:0000503,PT
C0009763,Conjunctivitis,HP:0000509,PT
C0086543,Cataract,HP:0000518,PT
C0015300,Proptosis,HP:0000520,PT
C0239105,Conjunctival telangiectasia,HP:0000524,PT
C0003076,Aniridia,HP:0000526,PT
C0152458,Leukocoria,HP:0000555,PT
C0265341,Rieger anomaly,HP:0000558,PT
C0344511,Lacrimal duct atresia,HP:0000564,PT
C1865244,Shallow orbits,HP:0000586,PT
C4025837,Abnormality of the periorbital region,HP:0000606,PT
C0271379,Impaired convergence,HP:0000619,PT
C1846462,Impaired ocular abduction,HP:0000634,PT
C1846465,Palpebral fissure narrowing on adduction,HP:0000661,PT
C0399352,Anodontia,HP:0000674,PT
C0239174,Delayed eruption of teeth,HP:0000684,PT
C0027443,Natal tooth,HP:0000695,PT
C0011436,Dentinogenesis imperfecta,HP:0000703,PT
C0033975,Psychosis,HP:0000709,PT
C0001807,Aggressive behavior,HP:0000718,PT
C1837650,Lack of spontaneous play,HP:0000721,PT
C0001818,Agoraphobia,HP:0000756,PT
C0233824,Lack of insight,HP:0000757,PT
C4021798,Impaired use of nonverbal behaviors,HP:0000758,PT
C4021796,Renal steatosis,HP:0000799,PT
C0452168,Glandular hypospadias,HP:0000807,PT
C0948896,Hypergonadotropic hypogonadism,HP:0000815,PT
C4021795,Abnormality of Krebs cycle metabolism,HP:0000816,PT
C1846345,Hyperactive renin-angiotensin system,HP:0000841,PT
C0020502,Hyperparathyroidism,HP:0000843,PT
C0018021,Goiter,HP:0000853,PT
C0020428,Hyperaldosteronism,HP:0000859,PT
C1857175,Episodic hypertension,HP:0000875,PT
C1837792,Insulin-resistant diabetes mellitus at puberty,HP:0000877,PT
C0426808,Long clavicles,HP:0000890,PT
C0426820,Thickened ribs,HP:0000900,PT
C1864796,Pectus excavatum of inferior sternum,HP:0000915,PT
C1864795,Superior pectus carinatum,HP:0000917,PT
C0553730,Chondrocalcinosis,HP:0000934,PT
C1840418,Thickened cortex of long bones,HP:0000935,PT
C4025815,Short diaphyses,HP:0000941,PT
C0037268,Abnormality of the skin,HP:0000951,PT
C0010520,Cyanosis,HP:0000961,PT
C1328931,Multiple lentigines,HP:0001003,PT
C0019572,Hirsutism,HP:0001007,PT
C1843389,Accumulation of melanosomes in melanocytes,HP:0001008,PT
C1837785,Prominent superficial veins,HP:0001015,PT
C4025811,Anemic pallor,HP:0001017,PT
C4025808,Facial flushing after alcohol intake,HP:0001033,PT
C1867638,Warfarin-induced skin necrosis,HP:0001038,PT
C0011615,Atopic dermatitis,HP:0001047,PT
C0014733,Erysipelas,HP:0001055,PT
C0162678,Neurofibromas,HP:0001067,PT
C4021837,Atypical nevi in non-sun exposed areas,HP:0001074,PT
C2676026,Optic nerve dysplasia,HP:0001093,PT
C0423318,Heterochromia iridis,HP:0001100,PT
C0302254,Juvenile cataract,HP:0001118,PT
C1857627,Chorioretinal dystrophy,HP:0001135,PT
C1843517,Retinal arteriolar tortuosity,HP:0001136,PT
C0152205,Alternating esotropia,HP:0001137,PT
C3887709,Optic neuropathy,HP:0001138,PT
C0240897,Retinal exudate,HP:0001147,PT
C4025799,Ulnar claw,HP:0001178,PT
C0239815,Hand clenching,HP:0001188,PT
C0149651,Clubbing,HP:0001217,PT
C4021783,Abnormality of the thenar eminence,HP:0001227,PT
C0037772,Spastic paraplegia,HP:0001258,PT
C0039070,Syncope,HP:0001279,PT
C4021781,Abnormal nervous system electrophysiology,HP:0001311,PT
C1866934,Reduced tendon reflexes,HP:0001315,PT
C0151786,Muscle weakness,HP:0001324,PT
C0027066,Myoclonus,HP:0001336,PT
C3552824,Enhancement of the C-reflex,HP:0001340,PT
C2937358,Cerebral hemorrhage,HP:0001342,PT
C1836003,Facial diplegia,HP:0001349,PT
C0234518,Slurred speech,HP:0001350,PT
C0265529,Plagiocephaly,HP:0001357,PT
C4025788,Nystagmus-induced head nodding,HP:0001361,PT
C0019555,Congenital hip dislocation,HP:0001374,PT
C4021780,Abnormality of the liver,HP:0001392,PT
C0008370,Cholestasis,HP:0001396,PT
C0241764,X-linked inheritance,HP:0001417,PT
C0600599,Multifactorial inheritance,HP:0001426,PT
C4021778,Abnormality of the shoulder girdle musculature,HP:0001435,PT
C4025777,Autosomal dominant contiguous gene syndrome,HP:0001452,PT
C0233593,Eye poking,HP:0001483,PT
C0266548,Axenfeld anomaly,HP:0001492,PT
C1833734,Carpal osteolysis,HP:0001495,PT
C0235991,Small for gestational age,HP:0001518,PT
C1837795,Prominent umbilicus,HP:0001544,PT
C0581342,Redundant skin,HP:0001582,PT
C0264303,Laryngomalacia,HP:0001601,PT
C0751576,Vocal cord paresis,HP:0001604,PT
C0039231,Tachycardia,HP:0001649,PT
C0003507,Aortic valve stenosis,HP:0001650,PT
C0428977,Bradycardia,HP:0001662,PT
C0151654,Myocardial fibrosis,HP:0001685,PT
C0013069,Double outlet right ventricle,HP:0001719,PT
C0001339,Acute pancreatitis,HP:0001735,PT
C0267963,Exocrine pancreatic insufficiency,HP:0001738,PT
C0265660,Toe syndactyly,HP:0001770,PT
C0423807,Hyperconvex nail,HP:0001795,PT
C1844555,Absent toenail,HP:0001802,PT
C0423820,Ridged nail,HP:0001807,PT
C1844825,Hyperconvex fingernails,HP:0001812,PT
C0030578,Paronychia,HP:0001818,PT
C1843112,Broad nail,HP:0001821,PT
C0240912,Rocker bottom foot,HP:0001838,PT
C1857953,Deep plantar creases,HP:0001869,PT
C0002888,Megaloblastic anemia,HP:0001889,PT
C1844374,Persistent bleeding after trauma,HP:0001934,PT
C0001126,Renal tubular acidosis,HP:0001947,PT
C1839541,Episodic ammonia intoxication,HP:0001951,PT
C0011880,Diabetic ketoacidosis,HP:0001953,PT
C1836752,Abnormal speech discrimination,HP:0001963,PT
C0272375,Reduced antithrombin III activity,HP:0001976,PT
C1846288,Recurrent hypoglycemia,HP:0001988,PT
C0158986,Neonatal hypoglycemia,HP:0001998,PT
C0027498,Nausea and vomiting,HP:0002017,PT
C4551650,Esophageal stricture,HP:0002043,PT
C0332615,Myopathic facies,HP:0002058,PT
C4025729,Neuromuscular dysphagia,HP:0002068,PT
C0750937,Limb ataxia,HP:0002070,PT
C0393525,Progressive cerebellar ataxia,HP:0002073,PT
C0004096,Asthma,HP:0002099,PT
C0003578,Apnea,HP:0002104,PT
C3278923,Ventriculomegaly,HP:0002119,PT
C0856863,Broad-based gait,HP:0002136,PT
C0080218,Tethered cord,HP:0002144,PT
C0151699,Intracranial hemorrhage,HP:0002170,PT
C0085400,Neurofibrillary tangles,HP:0002185,PT
C1859520,Progressive spasticity,HP:0002191,PT
C1858574,Sparse axillary hair,HP:0002215,PT
C1832348,Slow-growing hair,HP:0002217,PT
C1836576,Silver-gray hair,HP:0002218,PT
C0431448,Absent eyebrow,HP:0002223,PT
C1836736,White eyelashes,HP:0002227,PT
C0017181,Gastrointestinal hemorrhage,HP:0002239,PT
C4025717,Abnormality of the small intestine,HP:0002244,PT
C1837249,Abnormality of neuronal migration,HP:0002269,PT
C0574769,Alopecia of scalp,HP:0002293,PT
C0233844,Clumsiness,HP:0002312,PT
C0042571,Vertigo,HP:0002321,PT
C0233794,Memory impairment,HP:0002354,PT
C1865412,Abnormal lower motor neuron morphology,HP:0002366,PT
C0348023,Spinal arteriovenous malformation,HP:0002390,PT
C1836696,Lower limb hyperreflexia,HP:0002395,PT
C0151564,Cogwheel rigidity,HP:0002396,PT
C1843505,Degeneration of anterior horn cells,HP:0002398,PT
C0917804,Cerebral arteriovenous malformation,HP:0002408,PT
C0025299,Meningocele,HP:0002435,PT
C0342418,Hypothalamic hamartoma,HP:0002444,PT
C3887640,Astrocytosis,HP:0002446,PT
C1848207,Poor speech,HP:0002465,PT
C1856507,Bulbar signs,HP:0002483,PT
C1849156,Spastic ataxia,HP:0002497,PT
C4025703,Calcification of the small brain vessels,HP:0002504,PT
C1836843,Progressive inability to walk,HP:0002505,PT
C0751617,Semilobar holoprosencephaly,HP:0002507,PT
C0231712,Waddling gait,HP:0002515,PT
C1836149,Axial dystonia,HP:0002530,PT
C0028968,Olivopontocerebellar atrophy,HP:0002542,PT
C1868571,Highly arched eyebrow,HP:0002553,PT
C1838993,Episodic vomiting,HP:0002572,PT
C0031154,Peritonitis,HP:0002586,PT
C0030446,Paralytic ileus,HP:0002590,PT
C0020505,Polyphagia,HP:0002591,PT
C4025696,Paresis of extensor muscles of the big toe,HP:0002601,PT
C0020649,Hypotension,HP:0002615,PT
C0554103,Fat malabsorption,HP:0002630,PT
C1390474,Increased susceptibility to fractures,HP:0002659,PT
C0239137,Coxa valga,HP:0002673,PT
C4025691,Abnormality of the calvaria,HP:0002683,PT
C4025690,Prenatal maternal abnormality,HP:0002686,PT
C1857131,Absent paranasal sinuses,HP:0002689,PT
C4025688,Abnormality of the skull base,HP:0002693,PT
C4025686,Abnormality of skull ossification,HP:0002703,PT
C0239998,Recurrent infections,HP:0002719,PT
C0541764,Delayed skeletal maturation,HP:0002750,PT
C0029443,Osteomyelitis,HP:0002754,PT
C0016663,Pathologic fracture,HP:0002756,PT
C0740852,Upper airway obstruction,HP:0002781,PT
C0476408,Reduced vital capacity,HP:0002792,PT
C0546964,Genu recurvatum,HP:0002816,PT
C3277120,Hyperplasia of the femoral trochanters,HP:0002822,PT
C0003862,Arthralgia,HP:0002829,PT
C1843663,Urinary bladder sphincter dysfunction,HP:0002839,PT
C0238462,Medullary thyroid carcinoma,HP:0002865,PT
C0027654,Embryonal neoplasm,HP:0002898,PT
C0268307,Conjugated hyperbilirubinemia,HP:0002908,PT
C0019326,Ventral hernia,HP:0002933,PT
C0263870,Intervertebral space narrowing,HP:0002945,PT
C1842528,Impaired Ig class switch recombination,HP:0002959,PT
C0004368,Autoimmunity,HP:0002960,PT
C4025662,Abnormality of the ulna,HP:0002997,PT
C0678222,Breast carcinoma,HP:0003002,PT
C0027819,Neuroblastoma,HP:0003006,PT
C1838663,Enlargement of the wrists,HP:0003020,PT
C1860614,Hypoplasia of the ulna,HP:0003022,PT
C1844690,Limited knee extension,HP:0003066,PT
C0409477,Elbow ankylosis,HP:0003070,PT
C0410266,Hamstring contractures,HP:0003089,PT
C1864298,Fibular overgrowth,HP:0003099,PT
C4021741,Abnormal cortical bone morphology,HP:0003103,PT
C0085680,Hypochloremia,HP:0003113,PT
C4025651,Increased circulating cortisol level,HP:0003118,PT
C4025649,Reduced factor VIII activity,HP:0003125,PT
C4025645,Excessive purine production,HP:0003142,PT
C0151718,Hypocholesterolemia,HP:0003146,PT
C1839866,Elevated serum acid phosphatase,HP:0003148,PT
C0220993,Cystathioninuria,HP:0003153,PT
C2749688,Abnormal isoelectric focusing of serum transferrin,HP:0003160,PT
C1848702,Elevated urinary delta-aminolevulinic acid,HP:0003163,PT
C3495558,Carnosinuria,HP:0003167,PT
C0685661,Abnormality of the ischium,HP:0003174,PT
C4025640,Deficient excision of UV-induced pyrimidine dimers in DNA,HP:0003213,PT
C4025639,Prolonged G2 phase of cell cycle,HP:0003214,PT
C1856432,Dicarboxylic aciduria,HP:0003215,PT
C1691215,Penile hypospadias,HP:0003244,PT
C0268531,Hydroxyprolinemia,HP:0003260,PT
C0268618,Cystathioninemia,HP:0003286,PT
C4021734,Abnormality of mitochondrial metabolism,HP:0003287,PT
C0038016,Spondylolisthesis,HP:0003302,PT
C0038018,Spondylolysis,HP:0003304,PT
C1846798,Cervical subluxation,HP:0003308,PT
C3277126,Absent primary metaphyseal spongiosa,HP:0003332,PT
C4551877,Propionyl-CoA carboxylase deficiency,HP:0003353,PT
C1857652,Thymic hormone decreased,HP:0003357,PT
C1968790,Axonal degeneration/regeneration,HP:0003378,PT
C1858285,Decreased number of peripheral myelinated nerve fibers,HP:0003380,PT
C4025616,CNS hypomyelination,HP:0003429,PT
C1832279,Cold-induced hand cramps,HP:0003435,PT
C1861675,Cold-induced muscle cramps,HP:0003449,PT
C1858981,Antineutrophil antibody positivity,HP:0003453,PT
C1864105,Low urinary cyclic AMP response to PTH administration,HP:0003456,PT
C4025612,Polyclonal elevation of IgM,HP:0003459,PT
C1840014,Elevated 8(9)-cholestenol,HP:0003465,PT
C1968855,Paradoxical increased cortisol secretion on dexamethasone suppression test,HP:0003466,PT
C4025610,Peripheral dysmyelination,HP:0003469,PT
C1263857,Peripheral axonal neuropathy,HP:0003477,PT
C3150077,Mild short stature,HP:0003502,PT
C3696376,3-Methylglutaconic aciduria,HP:0003535,PT
C0427063,Shoulder girdle muscle weakness,HP:0003547,PT
C4025597,Subsarcolemmal accumulations of abnormally shaped mitochondria,HP:0003548,PT
C1853562,Adult onset,HP:0003581,PT
C1835008,Fibroblast metachromasia,HP:0003610,PT
C1837764,Loss of subcutaneous adipose tissue in limbs,HP:0003635,PT
C4025583,Cellular metachromasia,HP:0003653,PT
C1847766,Shoulder girdle muscle atrophy,HP:0003724,PT
C4025574,Genetic anticipation with paternal anticipation bias,HP:0003744,PT
C0427064,Pelvic girdle muscle weakness,HP:0003749,PT
C4025570,Hypoplasia of lymphatic vessels,HP:0003759,PT
C4025568,Type 1 and type 2 muscle fiber minicore regions,HP:0003787,PT
C1853934,Deposits immunoreactive to beta-amyloid protein,HP:0003791,PT
C1842552,Limb-girdle muscle atrophy,HP:0003797,PT
C1868549,Marked delay in bone age,HP:0003799,PT
C1843392,Death in childhood,HP:0003819,PT
C4025556,Small epiphyses of the upper limbs,HP:0003844,PT
C4020913,Wide epiphyseal plates of the upper limbs,HP:0003846,PT
C4025548,Cortical diaphyseal thickening of the upper limbs,HP:0003859,PT
C4021851,Slender humerus,HP:0003882,PT
C4025528,Abnormality of the humeral heads,HP:0003887,PT
C3808869,Flattened humeral heads,HP:0003888,PT
C4025521,Round humeral epiphyses,HP:0003899,PT
C4021711,Epiphyseal stippling of the humerus,HP:0003902,PT
C4025513,Irregular ossification of humeral metaphyses,HP:0003914,PT
C4025497,Sclerotic foci of humeral diaphysis,HP:0003932,PT
C4025481,Bowed forearm bones,HP:0003956,PT
C4025464,Exostoses of the ulna,HP:0003985,PT
C0041601,Fractured ulna,HP:0003987,PT
C4021696,Abnormality of the radial head,HP:0003995,PT
C4025458,Constricted radial neck,HP:0003998,PT
C4025454,Medially flattened radial epiphyses,HP:0004003,PT
C4025453,Irregular radial epiphyses,HP:0004004,PT
C4025448,Medially sloping radial epiphyses,HP:0004009,PT
C4025437,Sloping radial metaphysis,HP:0004023,PT
C4025436,Medially sloping radial metaphysis,HP:0004024,PT
C4025426,Long styloid process of ulna,HP:0004036,PT
C0265552,Macrodactyly,HP:0004099,PT
C1863349,Dimple on nasal tip,HP:0004132,PT
C4021674,Ivory epiphysis of the distal phalanx of the 5th finger,HP:0004223,PT
C4021673,Abnormality of the distal phalanx of the 5th finger,HP:0004225,PT
C4025401,Irregular carpal bones,HP:0004236,PT
C4025383,Large capitate bone,HP:0004263,PT
C4021666,Narrow carpal joint spaces,HP:0004264,PT
C4025365,Stippled calcification of hand bones,HP:0004291,PT
C0940767,Abnormality of the biliary system,HP:0004297,PT
C0349588,Short stature,HP:0004322,PT
C4025342,Abnormality of lysosomal metabolism,HP:0004356,PT
C0428791,Aortic valve calcification,HP:0004380,PT
C1855513,Prominent nipples,HP:0004405,PT
C2364082,Hyposmia,HP:0004409,PT
C1868598,Cranium bifidum occultum,HP:0004423,PT
C0020494,Hyperostosis frontalis interna,HP:0004438,PT
C2676973,Dilatated internal auditory canal,HP:0004458,PT
C0155411,Exostosis of the external auditory canal,HP:0004459,PT
C4025318,Chronic rhinitis due to narrow nasal airway,HP:0004499,PT
C4025314,"Atrophic, patchy alopecia",HP:0004529,PT
C1838123,Anterior cervical hypertrichosis,HP:0004535,PT
C1847394,Fusion of midcervical facet joints,HP:0004575,PT
C4025311,Irregularity of vertebral bodies,HP:0004582,PT
C1859458,Cleft vertebral arch,HP:0004616,PT
C4025303,Enlarged vertebral pedicles,HP:0004621,PT
C1837670,Progressive intervertebral space narrowing,HP:0004622,PT
C1859692,Decreased cervical spine mobility,HP:0004637,PT
C4021651,Hypoplasia of the nasal bone,HP:0004646,PT
C1859438,Frontalis muscle weakness,HP:0004661,PT
C1859116,Large tarsal bones,HP:0004679,PT
C1832342,Talipes cavus equinovarus,HP:0004696,PT
C1865877,Renal cortical microcysts,HP:0004734,PT
C0042514,Ventricular tachycardia,HP:0004756,PT
C2676505,Post-angioplasty coronary artery restenosis,HP:0004761,PT
C0030590,Paroxysmal supraventricular tachycardia,HP:0004763,PT
C0022951,Lactose intolerance,HP:0004789,PT
C4025290,Jejunoileal diverticula,HP:0004799,PT
C0023479,Acute myelomonocytic leukemia,HP:0004820,PT
C2675920,Anisopoikilocytosis,HP:0004823,PT
C4021647,Increased hemoglobin oxygen affinity,HP:0004825,PT
C4025285,Microspherocytosis,HP:0004835,PT
C0271901,Hypochromic microcytic anemia,HP:0004840,PT
C4025282,Impaired ADP-induced platelet aggregation,HP:0004866,PT
C1387532,Chronic hemolytic anemia,HP:0004870,PT
C1844946,Episodic hypoventilation,HP:0004881,PT
C1839436,Severe lactic acidosis,HP:0004900,PT
C4025276,Congenital lactic acidosis,HP:0004902,PT
C1858626,Bicarbonate-wasting renal tubular acidosis,HP:0004910,PT
C4025271,Abnormality of the pulmonary vasculature,HP:0004930,PT
C0155676,Pulmonary artery aneurysm,HP:0004937,PT
C3552526,Metaphyseal sclerosis,HP:0004979,PT
C1969178,Mesomelic leg shortening,HP:0004987,PT
C1862087,Mesomelic arm shortening,HP:0005011,PT
C4025257,Shortening of all phalanges of the toes,HP:0005035,PT
C1866700,"Irregular, rachitic-like metaphyses",HP:0005042,PT
C1865128,Proximal humeral metaphyseal irregularity,HP:0005043,PT
C1865570,Proximal radial head dislocation,HP:0005070,PT
C1840375,Elevated diastolic blood pressure,HP:0005117,PT
C1855901,Congenital hypertrophy of left ventricle,HP:0005129,PT
C1856483,Cardiac valve calcification,HP:0005146,PT
C1860165,Pulmonary valve defects,HP:0005148,PT
C1866206,Dysplastic pulmonary valve,HP:0005164,PT
C0344987,Bicuspid pulmonary valve,HP:0005182,PT
C1850328,Duplicated colon,HP:0005223,PT
C0149770,Rectal abscess,HP:0005224,PT
C1142262,Intestinal edema,HP:0005225,PT
C0400979,Biliary tract obstruction,HP:0005230,PT
C4025225,Abnormality of the synovia,HP:0005262,PT
C1844731,Hypoplastic nasal tip,HP:0005278,PT
C0016052,Arterial fibromuscular dysplasia,HP:0005313,PT
C1856886,Hypoplastic philtrum,HP:0005326,PT
C1969673,Forehead hyperpigmentation,HP:0005336,PT
C4025212,Autonomic bladder dysfunction,HP:0005341,PT
